chip_id,chip_coordinate_x,chip_coordinate_y,crop_per_2023,non_crop_per_2023,crop_per_2022,non_crop_per_2022,crop_per_2021,non_crop_per_2021,crop_per_2020,non_crop_per_2020,crop_per_2019,non_crop_per_2019,crop_per_2018,non_crop_per_2018,crop_per_2017,non_crop_per_2017,crop_per_2016,non_crop_per_2016,crop_per_2015,non_crop_per_2015,crop_per_2014,non_crop_per_2014,average_crop_per
chip_049_137,-1380150.0,2848140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.33,54.67,4.5329999999999995
chip_049_138,-1373430.0,2848140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.07,50.93,4.907
chip_049_139,-1366710.0,2848140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.64,63.36,3.664
chip_049_159,-1232310.0,2848140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.85,78.15,2.185
chip_049_163,-1205430.0,2848140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.68,42.32,5.768
chip_049_164,-1198710.0,2848140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.33,61.67,3.8329999999999997
chip_050_063,-1877430.0,2841420.0,0.0,0.0,0.0,0.0,22.71,77.29,23.42,76.58,24.46,75.54,0.0,0.0,0.0,0.0,22.92,77.08,27.3,72.7,28.82,71.18,14.963
chip_050_064,-1870710.0,2841420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.44,76.56,28.67,71.33,5.211
chip_050_065,-1863990.0,2841420.0,28.38,71.62,31.53,68.47,35.6,64.4,34.58,65.42,31.58,68.42,29.73,70.27,29.36,70.64,32.03,67.97,31.35,68.65,32.99,67.01,31.712999999999994
chip_050_066,-1857270.0,2841420.0,29.27,70.73,30.14,69.86,31.25,68.75,28.51,71.49,29.59,70.41,28.99,71.01,27.32,72.68,30.08,69.92,28.18,71.82,27.06,72.94,29.038999999999998
chip_050_078,-1776630.0,2841420.0,31.28,68.72,29.18,70.82,31.27,68.73,34.27,65.73,27.97,72.03,30.2,69.8,32.63,67.37,29.95,70.05,30.93,69.07,27.8,72.2,30.547999999999995
chip_050_079,-1769910.0,2841420.0,44.2,55.8,38.67,61.33,33.07,66.93,37.56,62.44,37.78,62.22,38.75,61.25,40.47,59.53,41.12,58.88,40.11,59.89,39.79,60.21,39.152
chip_050_080,-1763190.0,2841420.0,40.22,59.78,35.95,64.05,37.91,62.09,35.3,64.7,34.07,65.93,30.43,69.57,30.76,69.24,29.8,70.2,30.93,69.07,30.37,69.63,33.574
chip_050_081,-1756470.0,2841420.0,33.41,66.59,28.53,71.47,35.64,64.36,31.74,68.26,33.46,66.54,27.74,72.26,32.16,67.84,35.89,64.11,29.6,70.4,32.61,67.39,32.078
chip_050_085,-1729590.0,2841420.0,30.8,69.2,0.0,0.0,29.75,70.25,0.0,0.0,31.56,68.44,22.81,77.19,32.49,67.51,0.0,0.0,30.79,69.21,0.0,0.0,17.82
chip_050_086,-1722870.0,2841420.0,0.0,0.0,23.22,76.78,0.0,0.0,22.8,77.2,0.0,0.0,22.65,77.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866999999999999
chip_050_087,-1716150.0,2841420.0,31.13,68.87,0.0,0.0,27.97,72.03,0.0,0.0,24.92,75.08,0.0,0.0,22.65,77.35,0.0,0.0,0.0,0.0,0.0,0.0,10.666999999999998
chip_050_088,-1709430.0,2841420.0,0.0,0.0,0.0,0.0,22.37,77.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,78.0,0.0,0.0,4.437
chip_050_094,-1669110.0,2841420.0,0.0,0.0,28.9,71.1,0.0,0.0,30.67,69.33,0.0,0.0,29.86,70.14,0.0,0.0,28.65,71.35,0.0,0.0,22.8,77.2,14.088000000000003
chip_050_095,-1662390.0,2841420.0,35.82,64.18,28.78,71.22,37.43,62.57,33.59,66.41,36.22,63.78,28.98,71.02,39.31,60.69,25.04,74.96,34.39,65.61,19.92,80.08,31.948
chip_050_096,-1655670.0,2841420.0,37.57,62.43,43.66,56.34,35.0,65.0,38.75,61.25,41.53,58.47,42.76,57.24,33.4,66.6,42.15,57.85,33.46,66.54,37.03,62.97,38.53099999999999
chip_050_097,-1648950.0,2841420.0,36.12,63.88,32.58,67.42,32.3,67.7,34.04,65.96,34.11,65.89,26.32,73.68,34.46,65.54,33.54,66.46,23.25,76.75,33.24,66.76,31.996
chip_050_098,-1642230.0,2841420.0,45.8,54.2,34.09,65.91,42.09,57.91,45.27,54.73,43.56,56.44,34.38,65.62,42.55,57.45,41.73,58.27,37.55,62.45,36.63,63.37,40.365
chip_050_099,-1635510.0,2841420.0,37.81,62.19,38.2,61.8,41.15,58.85,40.85,59.15,37.95,62.05,43.21,56.79,40.63,59.37,38.67,61.33,37.14,62.86,38.5,61.5,39.411
chip_050_100,-1628790.0,2841420.0,42.96,57.04,38.23,61.77,43.16,56.84,33.32,66.68,42.91,57.09,38.02,61.98,36.89,63.11,38.28,61.72,31.3,68.7,31.74,68.26,37.681
chip_050_101,-1622070.0,2841420.0,34.82,65.18,32.41,67.59,27.99,72.01,38.03,61.97,32.53,67.47,27.87,72.13,32.4,67.6,32.67,67.33,25.95,74.05,35.75,64.25,32.042
chip_050_102,-1615350.0,2841420.0,46.77,53.23,32.86,67.14,44.87,55.13,32.94,67.06,45.11,54.89,36.89,63.11,44.33,55.67,33.24,66.76,31.55,68.45,34.83,65.17,38.339
chip_050_103,-1608630.0,2841420.0,52.44,47.56,50.19,49.81,31.79,68.21,46.33,53.67,49.34,50.66,42.43,57.57,54.65,45.35,35.2,64.8,38.62,61.38,45.83,54.17,44.681999999999995
chip_050_104,-1601910.0,2841420.0,34.92,65.08,37.78,62.22,32.89,67.11,29.92,70.08,39.69,60.31,38.19,61.81,31.02,68.98,33.64,66.36,39.17,60.83,31.21,68.79,34.843
